rank,name,url,score,criteria_score,modifier_adj,completeness,uncertainty,pop_risk,primary_driver,rationale
229,Give Food,https://www.givefood.org.uk,44.9,33.9,11,1.0,LOW,LOW,criteria,"Give Food describes itself as ""UK charity using data to highlight and alleviate local food insecurity"" — the score reflects modest evidence across criteria — some policy relevance but limited government deployment, no strong affected-population focus, and little creative industries dimension — the three highest-weight criteria for me. A +11-point modifier lift comes primarily from M1 — bridging government and civil society is something I value distinctly from pure-government or pure-civil-society work."
230,Organise,https://www.organise.org.uk,44.9,33.9,11,0.93,LOW,LOW,criteria,"Organise describes itself as ""Get heard at work – a workers' network for collective action on employment issues"" — the score reflects modest evidence across criteria — some policy relevance but limited government deployment, no strong affected-population focus, and little creative industries dimension — the three highest-weight criteria for me. A +11-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
231,Violation Tracker UK,https://violationtrackeruk.goodjobsfirst.org,44.7,33.7,11,0.87,LOW,LOW,criteria,"Violation Tracker UK describes itself as ""Database tracking corporate violations and enforcement actions in the United Kingdom"" — the score reflects modest evidence across criteria — some policy relevance but limited government deployment, no strong affected-population focus, and little creative industries dimension — the three highest-weight criteria for me. A +11-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
232,Cortico,https://cortico.ai/platform,44.3,36.3,8,0.87,LOW,LOW,criteria,"Cortico describes itself as ""Bringing underheard voices to the center of stronger civic spaces through recorded"" — its national with some international reach reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. A +8-point modifier lift comes primarily from M1 — bridging government and civil society is something I value distinctly from pure-government or pure-civil-society work."
233,Relational Tech Project,https://relationaltechproject.org,44.3,33.3,11,0.8,LOW,LOW,criteria,"Relational Tech Project describes itself as ""Tools crafted by, with, and for neighbors - made to help us care for and trust each other"" — the score reflects modest evidence across criteria — some policy relevance but limited government deployment, no strong affected-population focus, and little creative industries dimension — the three highest-weight criteria for me. A +11-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
234,Viewpoints,https://viewpoints.xyz,44.3,33.3,11,0.87,LOW,LOW,criteria,"Viewpoints describes itself as ""Effortless AI-powered polls and consensus building for meetings, events, and communities"" — its International with focus on North America and Commonwealth countries reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. A +11-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
235,Prolific,https://www.prolific.com,44.3,33.3,11,0.87,LOW,LOW,criteria,"Prolific describes itself as ""Easily collect high-quality data from real people"" — its international reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. A +11-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
236,PolicyMogul,https://policymogul.com,43.7,32.7,11,0.87,LOW,LOW,criteria,"PolicyMogul describes itself as ""Champions of public affairs"" — the score reflects modest evidence across criteria — some policy relevance but limited government deployment, no strong affected-population focus, and little creative industries dimension — the three highest-weight criteria for me. A +11-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
237,DoGooder,https://dogooder.co,43.5,27.5,16,0.8,MEDIUM,LOW,criteria,"DoGooder describes itself as ""Civic engagement and advocacy platform for grassroots campaigns"" — its International (US, Canada, Australia, UK) reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. The +16-point modifier adjustment reflects strong alignment across multiple value modifiers — primarily open infrastructure and cross-sector bridging."
238,DemTech Navigator,https://navigator.oii.ox.ac.uk,43.5,27.5,16,0.87,MEDIUM,HIGH,criteria,"DemTech Navigator describes itself as ""Online resource guide for civil society groups to address disinformation"" — its International reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. The +16-point modifier adjustment reflects strong alignment across multiple value modifiers — primarily open infrastructure and cross-sector bridging. This is a HIGH popularity-risk flag: it's a well-known project, so I want to be explicit that the score reflects my criteria, not recognition — visibility neither inflated nor deflated it."
